Folder name,ocr_result,Image Path
ocr_errors,0.0,6F4A1171.JPG
ocr_errors,0.0,6F4A0409.JPG
ocr_errors,0.0,6F4A0263.JPG
ocr_errors,0.0,6F4A0458.JPG
ocr_errors,735868.0,6F4A0263.JPG
ocr_errors,735868.0,6F4A0263.JPG
ocr_errors,735868.0,6F4A0263.JPG
ocr_errors,735868.0,6F4A0263.JPG
ocr_errors,735868.0,6F4A0263.JPG
ocr_errors,735868.0,6F4A0263.JPG
ocr_errors,936417.0,6F4A1171.JPG
ocr_errors,936417.0,6F4A1171.JPG
ocr_errors,936417.0,6F4A1171.JPG
ocr_errors,936417.0,6F4A1171.JPG
ocr_errors,936417.0,6F4A1171.JPG
ocr_errors,936417.0,6F4A1171.JPG
ocr_errors,941178.0,6F4A0458.JPG
ocr_errors,941178.0,6F4A0458.JPG
ocr_errors,941178.0,6F4A0458.JPG
ocr_errors,941178.0,6F4A0458.JPG
ocr_errors,941178.0,6F4A0458.JPG
ocr_errors,941178.0,6F4A0458.JPG
ocr_errors,1558888.0,6F4A0409.JPG
ocr_errors,1558888.0,6F4A0409.JPG
ocr_errors,1558888.0,6F4A0409.JPG
ocr_errors,1558888.0,6F4A0409.JPG
ocr_errors,1558888.0,6F4A0409.JPG
ocr_errors,1558888.0,6F4A0409.JPG

,
Total folders,,1
ocr_errors,,4
,
ocr_errors,,ocr missing:4
ocr_errors,,image path:6F4A1171.JPG
ocr_errors,,image path:6F4A0409.JPG
ocr_errors,,image path:6F4A0263.JPG
ocr_errors,,image path:6F4A0458.JPG
Folder name,ocr_result,Image Path
ocr_errors,735868,"[[[ 74  68  69]
  [ 69  63  64]
  [ 66  61  62]
  ...
  [ 98 107 171]
  [ 98 107 171]
  [ 98 107 171]]

 [[ 72  66  67]
  [ 69  63  64]
  [ 68  63  64]
  ...
  [ 97 106 170]
  [ 98 107 171]
  [ 98 107 171]]

 [[ 71  66  68]
  [ 65  60  62]
  [ 61  56  57]
  ...
  [ 97 106 170]
  [ 98 107 171]
  [ 98 107 171]]

 ...

 [[ 85  84  88]
  [ 84  83  87]
  [ 85  84  86]
  ...
  [  7   7   7]
  [  7   7   7]
  [  6   6   6]]

 [[ 89  88  92]
  [ 86  85  89]
  [ 85  84  88]
  ...
  [  7   7   7]
  [  7   7   7]
  [  6   6   6]]

 [[ 90  89  93]
  [ 86  85  89]
  [ 85  84  88]
  ...
  [  7   7   7]
  [  6   6   6]
  [  6   6   6]]]"
ocr_errors,1558888,"[[[  6   6   6]
  [  6   6   6]
  [  6   6   6]
  ...
  [135 155 213]
  [136 156 214]
  [136 156 214]]

 [[  6   6   6]
  [  6   6   6]
  [  6   6   6]
  ...
  [135 155 213]
  [136 156 214]
  [136 156 214]]

 [[  6   6   6]
  [  6   6   6]
  [  5   5   5]
  ...
  [136 156 214]
  [136 156 214]
  [136 156 214]]

 ...

 [[ 82  61  33]
  [ 81  59  34]
  [ 75  56  35]
  ...
  [145 138 141]
  [125 118 123]
  [132 125 130]]

 [[ 85  63  35]
  [ 84  60  36]
  [ 78  57  36]
  ...
  [166 159 162]
  [128 121 126]
  [138 131 136]]

 [[ 88  64  36]
  [ 85  61  37]
  [ 81  57  37]
  ...
  [170 163 166]
  [146 139 142]
  [142 135 140]]]"
ocr_errors,941178,"[[[37 35 35]
  [37 35 35]
  [37 35 35]
  ...
  [41 46 45]
  [39 44 43]
  [42 47 46]]

 [[38 36 36]
  [38 36 36]
  [37 35 35]
  ...
  [48 51 49]
  [45 47 47]
  [46 48 48]]

 [[41 39 39]
  [40 38 38]
  [39 37 37]
  ...
  [53 54 52]
  [49 50 48]
  [48 49 47]]

 ...

 [[63 58 60]
  [64 59 61]
  [59 53 58]
  ...
  [76 71 68]
  [80 75 72]
  [95 90 87]]

 [[57 55 55]
  [60 58 58]
  [54 51 53]
  ...
  [66 61 60]
  [74 69 68]
  [84 79 78]]

 [[53 53 53]
  [50 50 50]
  [49 49 49]
  ...
  [70 66 65]
  [69 65 64]
  [74 70 69]]]"
ocr_errors,936417,"[[[10 10 10]
  [ 9  9  9]
  [ 8  8  8]
  ...
  [16 15 17]
  [15 14 16]
  [15 14 16]]

 [[ 9  9  9]
  [ 9  9  9]
  [ 9  9  9]
  ...
  [16 15 17]
  [16 15 17]
  [16 15 17]]

 [[ 9  9  9]
  [ 9  9  9]
  [ 9  9  9]
  ...
  [17 16 18]
  [17 16 18]
  [17 16 18]]

 ...

 [[ 5  5  5]
  [ 5  5  5]
  [ 6  6  6]
  ...
  [53 54 58]
  [64 63 67]
  [62 61 65]]

 [[ 5  5  5]
  [ 5  5  5]
  [ 5  5  5]
  ...
  [54 54 60]
  [61 62 66]
  [60 61 65]]

 [[ 4  4  4]
  [ 4  4  4]
  [ 5  5  5]
  ...
  [49 52 57]
  [57 58 62]
  [58 59 63]]]"

